,Perfil,ID_Func,Idade,Atrito,Departamento,Grau Instrução,Especialidade,Satisfação Ambiente,Gênero,Envolvimento,Cargo,Satisfação Trabalho,Estado Civil,Renda,Relacionamento,Balanço Vida-Profissão,Análise Ambiente,Análise Envolvimento,Análise Trabalho,Análise Relacionamento,Análise Balanço Vida-Profissão
87,Perfil 2,87,51,Não,P & D,Mestrado,Biologia,Muito Alta,Masculino,Alto,Tecnico_Lab,Muito Alta,Casado,2075,Médio,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
88,Perfil 4,88,30,Não,P & D,Pos_Graduado,Biologia,Alta,Masculino,Médio,Repres_Saúde,Muito Alta,Casado,4152,Baixo,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
89,Perfil 5,89,46,Sim,Vendas,Faculdade,Médico,Alta,Masculino,Médio,Executivo_Vendas,Muito Alta,Solteiro,9619,Muito Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
90,Perfil 1,90,40,Não,P & D,Mestrado,Biologia,Alta,Masculino,Médio,Repres_Saúde,Média,Casado,13503,Muito Alto,Média,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
91,Perfil 1,91,51,Não,Vendas,Mestrado,Marketing,Alta,Masculino,Alto,Executivo_Vendas,Muito Alta,Solteiro,5441,Muito Alto,Baixa,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
92,Perfil 1,92,30,Não,Vendas,Faculdade,Médico,Alta,Feminino,Médio,Executivo_Vendas,Média,Divorciado,5209,Médio,Média,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
93,Perfil 6,93,46,Não,P & D,Pos_Graduado,Médico,Alta,Masculino,Médio,Repres_Saúde,Baixa,Casado,10673,Alto,Média,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
94,Perfil 4,94,32,Não,Vendas,Mestrado,Médico,Média,Masculino,Alto,Executivo_Vendas,Alta,Solteiro,5010,Baixo,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
95,Perfil 1,95,54,Não,P & D,Mestrado,Tech,Baixa,Feminino,Alto,Diretor_Pesquisa,Alta,Casado,13549,Baixo,Baixa,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
96,Perfil 3,96,24,Não,Vendas,Faculdade,Outros,Baixa,Feminino,Alto,Executivo_Vendas,Alta,Casado,4999,Baixo,Média,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
97,Perfil 3,97,28,Não,Vendas,Pos_Graduado,Médico,Média,Masculino,Alto,Executivo_Vendas,Alta,Casado,4221,Médio,Muito Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
98,Perfil 1,98,58,Não,Vendas,Mestrado,Médico,Muito Alta,Masculino,Alto,Executivo_Vendas,Alta,Solteiro,13872,Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
99,Perfil 3,99,44,Não,P & D,Pos_Graduado,Médico,Média,Masculino,Alto,Tecnico_Lab,Média,Casado,2042,Alto,Muito Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
100,Perfil 6,100,37,Sim,RH,Mestrado,Recursos_Humanos,Alta,Masculino,Alto,Human Resources,Baixa,Divorciado,2073,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
101,Perfil 6,101,32,Não,P & D,Ensino_Mèdio,Biologia,Muito Alta,Masculino,Alto,Pesquisa_Cientifica,Baixa,Solteiro,2956,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
102,Perfil 4,102,20,Sim,P & D,Pos_Graduado,Biologia,Muito Alta,Feminino,Médio,Tecnico_Lab,Muito Alta,Solteiro,2926,Médio,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
103,Perfil 3,103,34,Não,P & D,Mestrado,Outros,Baixa,Feminino,Alto,Pesquisa_Cientifica,Alta,Solteiro,4809,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
104,Perfil 2,104,37,Não,P & D,Faculdade,Biologia,Alta,Masculino,Médio,Repres_Saúde,Muito Alta,Divorciado,5163,Muito Alto,Muito Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
105,Perfil 5,105,59,Não,RH,Mestrado,Recursos_Humanos,Alta,Feminino,Médio,Gerente,Muito Alta,Casado,18844,Muito Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
106,Perfil 3,106,50,Não,P & D,Pos_Graduado,Biologia,Baixa,Feminino,Alto,Diretor_Pesquisa,Média,Casado,18172,Baixo,Média,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
107,Perfil 5,107,25,Sim,Vendas,Pos_Graduado,Marketing,Alta,Masculino,Médio,Executivo_Vendas,Alta,Solteiro,5744,Muito Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
108,Perfil 2,108,25,Não,P & D,Ensino_Mèdio,Médico,Muito Alta,Masculino,Médio,Pesquisa_Cientifica,Muito Alta,Casado,2889,Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
109,Perfil 2,109,22,Não,P & D,Pos_Graduado,Médico,Média,Feminino,Alto,Tecnico_Lab,Muito Alta,Solteiro,2871,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
110,Perfil 3,110,51,Não,P & D,Mestrado,Médico,Baixa,Feminino,Médio,Repres_Saúde,Baixa,Solteiro,7484,Alto,Média,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
111,Perfil 5,111,34,Sim,P & D,Pos_Graduado,Biologia,Baixa,Masculino,Baixo,Tecnico_Lab,Alta,Solteiro,6074,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
112,Perfil 2,112,54,Não,RH,Pos_Graduado,Recursos_Humanos,Muito Alta,Feminino,Muito Alto,Gerente,Muito Alta,Solteiro,17328,Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
113,Perfil 3,113,24,Não,P & D,Ensino_Mèdio,Biologia,Média,Masculino,Alto,Tecnico_Lab,Alta,Casado,2774,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
114,Perfil 6,114,34,Não,P & D,Mestrado,Biologia,Alta,Feminino,Médio,Pesquisa_Cientifica,Média,Divorciado,4505,Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
115,Perfil 4,115,37,Não,Vendas,Pos_Graduado,Biologia,Alta,Masculino,Alto,Executivo_Vendas,Muito Alta,Solteiro,7428,Baixo,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
116,Perfil 6,116,34,Não,P & D,Pos_Graduado,Médico,Alta,Feminino,Médio,Gerente,Baixa,Solteiro,11631,Muito Alto,Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
117,Perfil 2,117,36,Não,Vendas,Faculdade,Tech,Média,Feminino,Alto,Executivo_Vendas,Muito Alta,Casado,9738,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
118,Perfil 3,118,36,Não,P & D,Faculdade,Biologia,Baixa,Feminino,Alto,Tecnico_Lab,Muito Alta,Divorciado,2835,Baixo,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
119,Perfil 2,119,43,Não,Vendas,Faculdade,Biologia,Alta,Masculino,Alto,Gerente,Muito Alta,Casado,16959,Muito Alto,Muito Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
120,Perfil 5,120,30,Não,P & D,Pos_Graduado,Biologia,Baixa,Masculino,Baixo,Pesquisa_Cientifica,Alta,Divorciado,2613,Alto,Média,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
121,Perfil 4,121,33,Não,Vendas,Faculdade,Marketing,Alta,Masculino,Alto,Executivo_Vendas,Média,Casado,6146,Baixo,Muito Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
122,Perfil 4,122,56,Sim,P & D,Mestrado,Biologia,Média,Feminino,Alto,Pesquisa_Cientifica,Média,Casado,4963,Baixo,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
123,Perfil 3,123,51,Não,P & D,Pos_Graduado,Biologia,Baixa,Masculino,Alto,Diretor_Pesquisa,Alta,Solteiro,19537,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
124,Perfil 5,124,31,Sim,Vendas,Mestrado,Biologia,Média,Masculino,Baixo,Executivo_Vendas,Alta,Casado,6172,Médio,Média,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
125,Perfil 1,125,26,Não,P & D,Pos_Graduado,Outros,Alta,Feminino,Médio,Pesquisa_Cientifica,Média,Casado,2368,Alto,Média,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
126,Perfil 1,126,58,Sim,P & D,Mestrado,Médico,Muito Alta,Feminino,Alto,Repres_Saúde,Muito Alta,Casado,10312,Muito Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
127,Perfil 1,127,19,Sim,Vendas,Ensino_Mèdio,Marketing,Muito Alta,Masculino,Alto,Repres_Vendas,Alta,Solteiro,1675,Muito Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
128,Perfil 2,128,22,Não,P & D,Ensino_Mèdio,Tech,Alta,Masculino,Alto,Tecnico_Lab,Muito Alta,Casado,2523,Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
129,Perfil 6,129,49,Não,P & D,Mestrado,Médico,Alta,Feminino,Alto,Diretor_Manufatura,Baixa,Casado,6567,Alto,Média,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
130,Perfil 3,130,43,Não,P & D,Pos_Graduado,Médico,Média,Feminino,Muito Alto,Pesquisa_Cientifica,Alta,Solteiro,4739,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
131,Perfil 2,131,50,Não,Vendas,Pos_Graduado,Marketing,Alta,Feminino,Alto,Executivo_Vendas,Muito Alta,Solteiro,9208,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
132,Perfil 5,132,31,Sim,Vendas,Pos_Graduado,Biologia,Média,Feminino,Baixo,Executivo_Vendas,Alta,Casado,4559,Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
133,Perfil 2,133,41,Não,Vendas,Ensino_Mèdio,Biologia,Alta,Masculino,Alto,Executivo_Vendas,Alta,Divorciado,8189,Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
134,Perfil 2,134,26,Não,RH,Ensino_Mèdio,Biologia,Alta,Feminino,Alto,Human Resources,Alta,Casado,2942,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
135,Perfil 3,135,36,Não,P & D,Faculdade,Médico,Média,Masculino,Alto,Diretor_Manufatura,Média,Divorciado,4941,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
136,Perfil 5,136,51,Sim,P & D,Mestrado,Biologia,Baixa,Masculino,Baixo,Diretor_Manufatura,Muito Alta,Solteiro,10650,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
137,Perfil 2,137,39,Não,Vendas,Mestrado,Biologia,Muito Alta,Feminino,Médio,Executivo_Vendas,Alta,Casado,5902,Alto,Muito Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
138,Perfil 5,138,25,Não,Vendas,Pos_Graduado,Biologia,Baixa,Masculino,Médio,Executivo_Vendas,Alta,Casado,8639,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
139,Perfil 1,139,30,Não,RH,Pos_Graduado,Recursos_Humanos,Alta,Masculino,Alto,Human Resources,Muito Alta,Casado,6347,Muito Alto,Baixa,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
140,Perfil 3,140,32,Sim,P & D,Pos_Graduado,Médico,Baixa,Feminino,Alto,Tecnico_Lab,Baixa,Solteiro,4200,Baixo,Muito Alta,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
141,Perfil 1,141,45,Não,P & D,Pos_Graduado,Médico,Alta,Masculino,Alto,Pesquisa_Cientifica,Muito Alta,Solteiro,3452,Médio,Média,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
142,Perfil 4,142,38,Não,P & D,Doutorado,Tech,Muito Alta,Feminino,Alto,Pesquisa_Cientifica,Alta,Solteiro,4317,Médio,Alta,Satisfeito com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Colaborador com algum problema de relacionamento,Vida pessoal e profissional bem equilibrada
143,Perfil 3,143,30,Não,P & D,Pos_Graduado,Biologia,Baixa,Feminino,Alto,Pesquisa_Cientifica,Alta,Solteiro,2632,Alto,Média,Colaborador com alguma insatisfação com o ambiente,Bom envolvimento,Satisfeito com o trabalho,Bom relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
144,Perfil 5,144,32,Não,Vendas,Faculdade,Médico,Muito Alta,Masculino,Baixo,Executivo_Vendas,Muito Alta,Divorciado,4668,Muito Alto,Muito Alta,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
145,Perfil 6,145,30,Não,P & D,Pos_Graduado,Tech,Muito Alta,Feminino,Alto,Pesquisa_Cientifica,Baixa,Divorciado,3204,Muito Alto,Alta,Satisfeito com o ambiente,Bom envolvimento,Colaborador com alguma insatisfação no trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
146,Perfil 5,146,30,Não,P & D,Ensino_Mèdio,Médico,Média,Masculino,Médio,Tecnico_Lab,Muito Alta,Solteiro,2720,Muito Alto,Alta,Colaborador com alguma insatisfação com o ambiente,Colaborador com algum problema de envolvimento,Satisfeito com o trabalho,Bom relacionamento,Vida pessoal e profissional bem equilibrada
147,Perfil 6,147,41,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Masculino,Médio,Gerente,Baixa,Divorciado,17181,Médio,Média,Satisfeito com o ambiente,Colaborador com algum problema de envolvimento,Colaborador com alguma insatisfação no trabalho,Colaborador com algum problema de relacionamento,Colaborador apresenta algum desequilibrio entre vida pessoal  profissional
