,ID_Func,Perfil,Idade,Atrito,Departamento,Grau Instrução,Especialidade,Satisfação Ambiente,Gênero,Envolvimento,Cargo,Satisfação Trabalho,Estado Civil,Renda,Relacionamento,Balanço Vida-Profissão,Análise para RH
133,133,Perfil 3,41,Não,Vendas,Ensino_Mèdio,Biologia,Alta,Masculino,Alto,Executivo_Vendas,Alta,Divorciado,8189,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
134,134,Perfil 3,26,Não,RH,Ensino_Mèdio,Biologia,Alta,Feminino,Alto,Human Resources,Alta,Casado,2942,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
135,135,Perfil 1,36,Não,P & D,Faculdade,Médico,Média,Masculino,Alto,Diretor_Manufatura,Média,Divorciado,4941,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
136,136,Perfil 2,51,Sim,P & D,Mestrado,Biologia,Baixa,Masculino,Baixo,Diretor_Manufatura,Muito Alta,Solteiro,10650,Muito Alto,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
137,137,Perfil 3,39,Não,Vendas,Mestrado,Biologia,Muito Alta,Feminino,Médio,Executivo_Vendas,Alta,Casado,5902,Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
138,138,Perfil 2,25,Não,Vendas,Pos_Graduado,Biologia,Baixa,Masculino,Médio,Executivo_Vendas,Alta,Casado,8639,Muito Alto,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
139,139,Perfil 3,30,Não,RH,Pos_Graduado,Recursos_Humanos,Alta,Masculino,Alto,Human Resources,Muito Alta,Casado,6347,Muito Alto,Baixa,Colaboradores muito bem comprometidos com a empresa
140,140,Perfil 2,32,Sim,P & D,Pos_Graduado,Médico,Baixa,Feminino,Alto,Tecnico_Lab,Baixa,Solteiro,4200,Baixo,Muito Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
141,141,Perfil 3,45,Não,P & D,Pos_Graduado,Médico,Alta,Masculino,Alto,Pesquisa_Cientifica,Muito Alta,Solteiro,3452,Médio,Média,Colaboradores muito bem comprometidos com a empresa
142,142,Perfil 3,38,Não,P & D,Doutorado,Tech,Muito Alta,Feminino,Alto,Pesquisa_Cientifica,Alta,Solteiro,4317,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
143,143,Perfil 2,30,Não,P & D,Pos_Graduado,Biologia,Baixa,Feminino,Alto,Pesquisa_Cientifica,Alta,Solteiro,2632,Alto,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
144,144,Perfil 3,32,Não,Vendas,Faculdade,Médico,Muito Alta,Masculino,Baixo,Executivo_Vendas,Muito Alta,Divorciado,4668,Muito Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
145,145,Perfil 1,30,Não,P & D,Pos_Graduado,Tech,Muito Alta,Feminino,Alto,Pesquisa_Cientifica,Baixa,Divorciado,3204,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
146,146,Perfil 3,30,Não,P & D,Ensino_Mèdio,Médico,Média,Masculino,Médio,Tecnico_Lab,Muito Alta,Solteiro,2720,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
147,147,Perfil 1,41,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Masculino,Médio,Gerente,Baixa,Divorciado,17181,Médio,Média,Colaboradores com baixa satisfação com o trabalho
148,148,Perfil 1,41,Não,P & D,Mestrado,Biologia,Alta,Masculino,Alto,Tecnico_Lab,Baixa,Casado,2238,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
149,149,Perfil 1,19,Não,P & D,Ensino_Mèdio,Médico,Média,Feminino,Alto,Tecnico_Lab,Média,Solteiro,1483,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
150,150,Perfil 2,40,Não,P & D,Pos_Graduado,Médico,Média,Feminino,Alto,Pesquisa_Cientifica,Média,Divorciado,5605,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
151,151,Perfil 2,35,Não,Vendas,Doutorado,Marketing,Alta,Masculino,Alto,Executivo_Vendas,Média,Casado,7295,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
152,152,Perfil 2,53,Não,Vendas,Faculdade,Marketing,Média,Masculino,Alto,Repres_Vendas,Alta,Casado,2306,Muito Alto,Baixa,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
153,153,Perfil 2,45,Não,P & D,Pos_Graduado,Biologia,Média,Masculino,Alto,Tecnico_Lab,Média,Divorciado,2348,Alto,Baixa,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
154,154,Perfil 3,32,Não,Vendas,Pos_Graduado,Marketing,Média,Feminino,Alto,Executivo_Vendas,Muito Alta,Solteiro,8998,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
155,155,Perfil 3,29,Não,P & D,Ensino_Mèdio,Tech,Muito Alta,Masculino,Alto,Diretor_Manufatura,Alta,Casado,4319,Baixo,Alta,Colaboradores muito bem comprometidos com a empresa
156,156,Perfil 2,51,Não,P & D,Mestrado,Médico,Média,Masculino,Médio,Diretor_Manufatura,Alta,Casado,6132,Alto,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
157,157,Perfil 2,58,Não,P & D,Pos_Graduado,Médico,Média,Feminino,Médio,Pesquisa_Cientifica,Média,Casado,3346,Médio,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
158,158,Perfil 2,40,Não,Vendas,Mestrado,Marketing,Alta,Masculino,Médio,Executivo_Vendas,Muito Alta,Casado,10855,Baixo,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
159,159,Perfil 3,34,Não,Vendas,Mestrado,Marketing,Alta,Feminino,Alto,Repres_Vendas,Alta,Casado,2231,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
160,160,Perfil 3,22,Não,P & D,Ensino_Mèdio,Médico,Alta,Masculino,Alto,Pesquisa_Cientifica,Muito Alta,Casado,2323,Baixo,Alta,Colaboradores muito bem comprometidos com a empresa
161,161,Perfil 1,27,Não,P & D,Pos_Graduado,Médico,Muito Alta,Masculino,Alto,Pesquisa_Cientifica,Média,Divorciado,2024,Muito Alto,Baixa,Colaboradores com baixa satisfação com o trabalho
162,162,Perfil 3,28,Não,P & D,Pos_Graduado,Médico,Alta,Masculino,Alto,Pesquisa_Cientifica,Muito Alta,Casado,2713,Alto,Baixa,Colaboradores muito bem comprometidos com a empresa
163,163,Perfil 3,57,Não,P & D,Faculdade,Biologia,Alta,Masculino,Muito Alto,Repres_Saúde,Muito Alta,Divorciado,9439,Médio,Baixa,Colaboradores muito bem comprometidos com a empresa
164,164,Perfil 3,27,Não,P & D,Pos_Graduado,Médico,Alta,Masculino,Médio,Pesquisa_Cientifica,Alta,Divorciado,2566,Muito Alto,Média,Colaboradores muito bem comprometidos com a empresa
165,165,Perfil 1,50,Não,P & D,Pos_Graduado,Biologia,Alta,Feminino,Alto,Gerente,Média,Solteiro,19926,Médio,Alta,Colaboradores com baixa satisfação com o trabalho
166,166,Perfil 2,41,Não,P & D,Pos_Graduado,Biologia,Baixa,Masculino,Alto,Pesquisa_Cientifica,Alta,Divorciado,2451,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
167,167,Perfil 3,30,Não,Vendas,Pos_Graduado,Biologia,Média,Feminino,Alto,Executivo_Vendas,Muito Alta,Casado,9419,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
168,168,Perfil 3,38,Não,Vendas,Mestrado,Biologia,Baixa,Feminino,Médio,Executivo_Vendas,Muito Alta,Solteiro,8686,Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
169,169,Perfil 2,32,Não,P & D,Doutorado,Biologia,Alta,Masculino,Alto,Pesquisa_Cientifica,Alta,Solteiro,3038,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
170,170,Perfil 1,27,Não,P & D,Pos_Graduado,Tech,Alta,Masculino,Alto,Pesquisa_Cientifica,Média,Casado,3058,Muito Alto,Média,Colaboradores com baixa satisfação com o trabalho
171,171,Perfil 2,19,Sim,Vendas,Ensino_Mèdio,Tech,Alta,Feminino,Baixo,Repres_Vendas,Baixa,Solteiro,2325,Baixo,Muito Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
172,172,Perfil 1,36,Não,P & D,Faculdade,Médico,Muito Alta,Masculino,Alto,Tecnico_Lab,Média,Solteiro,2088,Alto,Média,Colaboradores com baixa satisfação com o trabalho
173,173,Perfil 1,30,Não,P & D,Pos_Graduado,Médico,Alta,Masculino,Alto,Tecnico_Lab,Baixa,Divorciado,3072,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
174,174,Perfil 1,45,Não,Vendas,Faculdade,Biologia,Alta,Feminino,Alto,Executivo_Vendas,Baixa,Divorciado,5006,Baixo,Muito Alta,Colaboradores com baixa satisfação com o trabalho
175,175,Perfil 1,56,Não,P & D,Pos_Graduado,Biologia,Alta,Feminino,Alto,Pesquisa_Cientifica,Baixa,Divorciado,4257,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
176,176,Perfil 3,33,Não,P & D,Pos_Graduado,Biologia,Alta,Masculino,Alto,Pesquisa_Cientifica,Muito Alta,Solteiro,2500,Baixo,Muito Alta,Colaboradores muito bem comprometidos com a empresa
177,177,Perfil 2,19,Sim,P & D,Pos_Graduado,Biologia,Média,Masculino,Médio,Tecnico_Lab,Muito Alta,Solteiro,1102,Alto,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
178,178,Perfil 1,46,Não,Vendas,Faculdade,Marketing,Média,Feminino,Alto,Executivo_Vendas,Baixa,Divorciado,10453,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
179,179,Perfil 3,38,Não,P & D,Faculdade,Biologia,Alta,Feminino,Alto,Tecnico_Lab,Muito Alta,Solteiro,2288,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
180,180,Perfil 3,31,Não,P & D,Ensino_Mèdio,Médico,Alta,Feminino,Alto,Pesquisa_Cientifica,Muito Alta,Casado,3929,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
181,181,Perfil 3,34,Não,P & D,Faculdade,Médico,Muito Alta,Feminino,Alto,Pesquisa_Cientifica,Média,Solteiro,2311,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
182,182,Perfil 1,41,Sim,Vendas,Faculdade,Marketing,Média,Feminino,Alto,Repres_Vendas,Média,Solteiro,3140,Muito Alto,Média,Colaboradores com baixa satisfação com o trabalho
183,183,Perfil 3,50,Não,P & D,Pos_Graduado,Médico,Alta,Masculino,Médio,Tecnico_Lab,Alta,Casado,3690,Muito Alto,Média,Colaboradores muito bem comprometidos com a empresa
184,184,Perfil 1,53,Não,P & D,Faculdade,Médico,Muito Alta,Feminino,Muito Alto,Diretor_Manufatura,Baixa,Divorciado,4450,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
185,185,Perfil 3,33,Não,P & D,Pos_Graduado,Médico,Muito Alta,Feminino,Alto,Pesquisa_Cientifica,Média,Casado,2756,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
186,186,Perfil 3,40,Não,P & D,Ensino_Mèdio,Médico,Muito Alta,Feminino,Alto,Gerente,Alta,Casado,19033,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
187,187,Perfil 3,55,Não,P & D,Mestrado,Médico,Alta,Masculino,Muito Alto,Diretor_Pesquisa,Média,Solteiro,18722,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
188,188,Perfil 3,34,Não,P & D,Ensino_Mèdio,Biologia,Muito Alta,Masculino,Médio,Diretor_Manufatura,Alta,Casado,9547,Alto,Média,Colaboradores muito bem comprometidos com a empresa
189,189,Perfil 1,51,Não,P & D,Pos_Graduado,Médico,Muito Alta,Feminino,Alto,Repres_Saúde,Média,Solteiro,13734,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
190,190,Perfil 2,52,Não,P & D,Mestrado,Biologia,Alta,Masculino,Médio,Gerente,Alta,Casado,19999,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
191,191,Perfil 1,27,Não,P & D,Pos_Graduado,Médico,Muito Alta,Feminino,Alto,Pesquisa_Cientifica,Média,Solteiro,2279,Muito Alto,Média,Colaboradores com baixa satisfação com o trabalho
192,192,Perfil 2,35,Sim,P & D,Faculdade,Biologia,Média,Masculino,Médio,Diretor_Manufatura,Alta,Casado,5916,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
193,193,Perfil 3,43,Não,P & D,Pos_Graduado,Médico,Muito Alta,Masculino,Muito Alto,Pesquisa_Cientifica,Muito Alta,Divorciado,2089,Muito Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
194,194,Perfil 3,45,Não,P & D,Faculdade,Médico,Baixa,Masculino,Médio,Gerente,Muito Alta,Casado,16792,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
195,195,Perfil 2,37,Não,P & D,Pos_Graduado,Biologia,Média,Masculino,Muito Alto,Pesquisa_Cientifica,Baixa,Casado,3564,Baixo,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
196,196,Perfil 1,35,Não,P & D,Pos_Graduado,Médico,Média,Feminino,Alto,Tecnico_Lab,Média,Solteiro,4425,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
197,197,Perfil 3,42,Não,P & D,Faculdade,Médico,Alta,Feminino,Alto,Diretor_Manufatura,Alta,Divorciado,5265,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
198,198,Perfil 3,38,Não,P & D,Mestrado,Biologia,Muito Alta,Masculino,Alto,Diretor_Manufatura,Alta,Casado,6553,Médio,Alta,Colaboradores muito bem comprometidos com a empresa
199,199,Perfil 2,38,Não,P & D,Pos_Graduado,Tech,Muito Alta,Masculino,Alto,Diretor_Manufatura,Muito Alta,Casado,6261,Baixo,Baixa,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
200,200,Perfil 1,27,Não,P & D,Ensino_Mèdio,Tech,Alta,Masculino,Médio,Diretor_Manufatura,Baixa,Casado,4298,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
201,201,Perfil 3,49,Não,P & D,Mestrado,Biologia,Muito Alta,Masculino,Alto,Diretor_Manufatura,Muito Alta,Divorciado,6804,Baixo,Alta,Colaboradores muito bem comprometidos com a empresa
202,202,Perfil 3,34,Não,P & D,Mestrado,Médico,Muito Alta,Masculino,Alto,Pesquisa_Cientifica,Alta,Divorciado,3815,Muito Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
203,203,Perfil 3,40,Não,P & D,Faculdade,Médico,Alta,Masculino,Alto,Tecnico_Lab,Muito Alta,Casado,2741,Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
204,204,Perfil 1,38,Sim,P & D,Ensino_Mèdio,Médico,Média,Masculino,Alto,Repres_Saúde,Baixa,Casado,6673,Médio,Alta,Colaboradores com baixa satisfação com o trabalho
205,205,Perfil 3,29,Sim,Vendas,Pos_Graduado,Marketing,Média,Feminino,Alto,Executivo_Vendas,Muito Alta,Casado,7639,Muito Alto,Média,Colaboradores muito bem comprometidos com a empresa
206,206,Perfil 1,22,Não,P & D,Pos_Graduado,Biologia,Muito Alta,Masculino,Muito Alto,Pesquisa_Cientifica,Média,Divorciado,2328,Baixo,Média,Colaboradores com baixa satisfação com o trabalho
207,207,Perfil 2,36,Não,P & D,Ensino_Mèdio,Médico,Média,Feminino,Alto,Tecnico_Lab,Muito Alta,Solteiro,2153,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
208,208,Perfil 3,40,Não,P & D,Doutorado,Biologia,Muito Alta,Masculino,Médio,Repres_Saúde,Muito Alta,Casado,4876,Muito Alto,Baixa,Colaboradores muito bem comprometidos com a empresa
209,209,Perfil 1,46,Não,P & D,Mestrado,Médico,Muito Alta,Masculino,Alto,Repres_Saúde,Baixa,Divorciado,9396,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
210,210,Perfil 3,32,Sim,Vendas,Mestrado,Médico,Muito Alta,Masculino,Baixo,Executivo_Vendas,Muito Alta,Casado,10400,Alto,Média,Colaboradores muito bem comprometidos com a empresa
211,211,Perfil 3,30,Não,P & D,Ensino_Mèdio,Biologia,Alta,Masculino,Médio,Diretor_Manufatura,Alta,Solteiro,8474,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
212,212,Perfil 3,27,Não,Vendas,Pos_Graduado,Biologia,Muito Alta,Feminino,Alto,Executivo_Vendas,Alta,Solteiro,9981,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
213,213,Perfil 2,51,Não,P & D,Mestrado,Biologia,Média,Masculino,Médio,Diretor_Pesquisa,Média,Casado,12490,Muito Alto,Baixa,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
214,214,Perfil 1,30,Sim,P & D,Pos_Graduado,Tech,Muito Alta,Feminino,Alto,Pesquisa_Cientifica,Baixa,Solteiro,2657,Alto,Alta,Colaboradores com baixa satisfação com o trabalho
215,215,Perfil 3,41,Não,Vendas,Pos_Graduado,Biologia,Muito Alta,Feminino,Alto,Gerente,Muito Alta,Solteiro,13591,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
216,216,Perfil 1,30,Sim,Vendas,Mestrado,Marketing,Alta,Feminino,Médio,Executivo_Vendas,Baixa,Solteiro,6696,Alto,Média,Colaboradores com baixa satisfação com o trabalho
217,217,Perfil 3,29,Sim,P & D,Pos_Graduado,Tech,Alta,Masculino,Alto,Pesquisa_Cientifica,Alta,Solteiro,2058,Muito Alto,Média,Colaboradores muito bem comprometidos com a empresa
218,218,Perfil 3,45,Não,Vendas,Pos_Graduado,Médico,Muito Alta,Feminino,Médio,Executivo_Vendas,Muito Alta,Solteiro,8865,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
219,219,Perfil 1,54,Não,Vendas,Pos_Graduado,Marketing,Muito Alta,Feminino,Alto,Executivo_Vendas,Baixa,Casado,5940,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
220,220,Perfil 3,36,Não,P & D,Faculdade,Biologia,Muito Alta,Masculino,Alto,Tecnico_Lab,Média,Solteiro,5914,Muito Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
221,221,Perfil 1,33,Não,P & D,Mestrado,Médico,Alta,Feminino,Médio,Pesquisa_Cientifica,Média,Casado,2622,Muito Alto,Alta,Colaboradores com baixa satisfação com o trabalho
222,222,Perfil 3,37,Não,P & D,Pos_Graduado,Outros,Média,Masculino,Alto,Diretor_Pesquisa,Muito Alta,Divorciado,12185,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
223,223,Perfil 2,38,Não,Vendas,Pos_Graduado,Biologia,Baixa,Masculino,Alto,Executivo_Vendas,Alta,Divorciado,10609,Alto,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
224,224,Perfil 3,31,Não,P & D,Mestrado,Médico,Alta,Masculino,Baixo,Diretor_Manufatura,Alta,Casado,4345,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
225,225,Perfil 2,59,Não,P & D,Pos_Graduado,Biologia,Alta,Masculino,Médio,Pesquisa_Cientifica,Muito Alta,Casado,2177,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
226,226,Perfil 3,37,Não,Vendas,Mestrado,Marketing,Baixa,Masculino,Alto,Repres_Vendas,Muito Alta,Divorciado,2793,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
227,227,Perfil 3,29,Não,Vendas,Ensino_Mèdio,Médico,Média,Feminino,Alto,Executivo_Vendas,Muito Alta,Casado,7918,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
228,228,Perfil 3,35,Não,Vendas,Pos_Graduado,Marketing,Alta,Feminino,Alto,Executivo_Vendas,Alta,Solteiro,8789,Baixo,Muito Alta,Colaboradores muito bem comprometidos com a empresa
229,229,Perfil 3,29,Sim,P & D,Ensino_Mèdio,Médico,Alta,Masculino,Médio,Pesquisa_Cientifica,Muito Alta,Solteiro,2389,Alto,Média,Colaboradores muito bem comprometidos com a empresa
230,230,Perfil 2,52,Não,P & D,Pos_Graduado,Biologia,Alta,Feminino,Médio,Tecnico_Lab,Muito Alta,Solteiro,3212,Médio,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
231,231,Perfil 3,42,Não,P & D,Faculdade,Tech,Alta,Masculino,Alto,Gerente,Muito Alta,Casado,19232,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
232,232,Perfil 3,59,Não,RH,Faculdade,Médico,Média,Masculino,Alto,Human Resources,Alta,Casado,2267,Muito Alto,Média,Colaboradores muito bem comprometidos com a empresa
233,233,Perfil 3,50,Não,Vendas,Mestrado,Médico,Muito Alta,Feminino,Alto,Gerente,Muito Alta,Divorciado,19517,Alto,Média,Colaboradores muito bem comprometidos com a empresa
234,234,Perfil 3,33,Sim,P & D,Pos_Graduado,Médico,Alta,Masculino,Alto,Tecnico_Lab,Muito Alta,Casado,2436,Alto,Baixa,Colaboradores muito bem comprometidos com a empresa
235,235,Perfil 3,43,Não,Vendas,Pos_Graduado,Marketing,Muito Alta,Feminino,Alto,Gerente,Muito Alta,Casado,16064,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
236,236,Perfil 2,33,Sim,P & D,Faculdade,Biologia,Baixa,Feminino,Alto,Tecnico_Lab,Baixa,Casado,2707,Baixo,Muito Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
237,237,Perfil 3,52,Não,Vendas,Mestrado,Biologia,Baixa,Masculino,Médio,Gerente,Alta,Solteiro,19068,Muito Alto,Muito Alta,Colaboradores muito bem comprometidos com a empresa
238,238,Perfil 2,32,Não,Vendas,Faculdade,Biologia,Alta,Feminino,Alto,Repres_Vendas,Média,Casado,3931,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
239,239,Perfil 3,32,Sim,P & D,Pos_Graduado,Biologia,Muito Alta,Masculino,Médio,Tecnico_Lab,Alta,Solteiro,3730,Muito Alto,Baixa,Colaboradores muito bem comprometidos com a empresa
240,240,Perfil 3,39,Não,P & D,Mestrado,Médico,Alta,Feminino,Alto,Tecnico_Lab,Alta,Divorciado,2232,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
241,241,Perfil 3,32,Não,Vendas,Mestrado,Marketing,Alta,Masculino,Alto,Executivo_Vendas,Muito Alta,Casado,4465,Baixo,Alta,Colaboradores muito bem comprometidos com a empresa
242,242,Perfil 2,41,Não,P & D,Faculdade,Biologia,Alta,Masculino,Alto,Pesquisa_Cientifica,Baixa,Divorciado,3072,Baixo,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
243,243,Perfil 2,40,Não,P & D,Faculdade,Tech,Baixa,Masculino,Alto,Pesquisa_Cientifica,Muito Alta,Divorciado,3319,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
244,244,Perfil 3,45,Não,P & D,Pos_Graduado,Outros,Alta,Masculino,Muito Alto,Gerente,Muito Alta,Casado,19202,Alto,Alta,Colaboradores muito bem comprometidos com a empresa
245,245,Perfil 2,31,Não,P & D,Mestrado,Médico,Média,Masculino,Alto,Diretor_Pesquisa,Alta,Divorciado,13675,Baixo,Alta,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
246,246,Perfil 3,33,Não,P & D,Mestrado,Biologia,Alta,Feminino,Médio,Pesquisa_Cientifica,Muito Alta,Casado,2911,Alto,Média,Colaboradores muito bem comprometidos com a empresa
247,247,Perfil 1,34,Não,P & D,Mestrado,Biologia,Muito Alta,Masculino,Médio,Diretor_Manufatura,Baixa,Casado,5957,Médio,Alta,Colaboradores com baixa satisfação com o trabalho
248,248,Perfil 2,37,Não,P & D,Faculdade,Médico,Alta,Feminino,Médio,Pesquisa_Cientifica,Baixa,Casado,3920,Baixo,Média,Colaboradores insatisfeitos com o ambiente e baixo relacionamento
249,249,Perfil 3,45,Não,P & D,Mestrado,Biologia,Baixa,Masculino,Muito Alto,Diretor_Manufatura,Alta,Casado,6434,Muito Alto,Alta,Colaboradores muito bem comprometidos com a empresa
